subject_record_number,subject_record_date,subject_source_county,subject_address,subject_company_name,subject_job_value,neighbor_rank,distance,neighbor_record_number,neighbor_record_date,neighbor_source_county,neighbor_company_name,neighbor_address,neighbor_prop_zip,neighbor_bldg_sf,neighbor_job_value
BLD-25-15503,2025-11-03,douglas,15650 GRANT CR,FIRST CHOICE GUTTERS & SIDING,30815.0,10,1.5372461991715283,BLD-25-15446,2025-11-03,douglas,RESULTS CONTRACTING,13124 SEWARD ST,68154,3243.0,27000.0
BLD-25-15503,2025-11-03,douglas,15650 GRANT CR,FIRST CHOICE GUTTERS & SIDING,30815.0,11,1.5538368849385413,BLD-26-03564,2026-04-14,douglas,RED RHINO ROOFS & SOLAR LLC,13330 BINNEY ST,68164,3383.0,42980.0
BLD-25-15503,2025-11-03,douglas,15650 GRANT CR,FIRST CHOICE GUTTERS & SIDING,30815.0,12,1.559615270075374,BLD-26-01032,2026-02-10,douglas,PACIFIC PARTNERS GROUP LLC,17863 HARNEY ST,68118,2967.0,9000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,1,0.19211983137063054,BLD-26-03169,2026-04-03,douglas,"HOME PRIDE CONTRACTORS, INC",6870 MINNE LUSA BD,68112,1812.0,23000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,2,0.4617478114346509,BLD-25-16055,2025-11-14,douglas,RESULTS CONTRACTING,3030 TITUS AV,68112,1664.0,13000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,3,0.5175766224939973,BLD-26-03130,2026-04-03,douglas,SANTA BARBARA,2419 CROWN POINT AV,68111,1566.0,10000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,4,0.5446824752306346,BLD-25-15908,2025-11-11,douglas,RESULTS CONTRACTING,2431 LAUREL AV,68111,1561.0,17000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,5,0.5464132502013702,BLD-25-15982,2025-11-12,douglas,PINNACLE ROOFING LLC,7009 N 24 ST,68112,1725.0,10500.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,6,0.5664269412224338,BLD-26-00986,2026-02-09,douglas,CAPITAL ROOFING AND EXTERIORS,6555 N 24 ST,68112,1419.0,14000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,7,0.6023656218918942,BLD-26-00571,2026-01-22,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",2859 IOWA ST,68112,1360.0,6346.12
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,8,0.8016460838195203,BLD-26-03574,2026-04-14,douglas,4424 N 142 ST,2450 NEWPORT AV,68112,1229.0,3000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,9,0.8327799863280491,BLD-26-01497,2026-02-23,douglas,SHAMROCK HILLS LLC,2855 BRISTOL ST,68111,1739.0,12000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,10,0.8522205063789462,BLD-26-03129,2026-04-03,douglas,RESULTS CONTRACTING,4604 N 38 ST,68111,1410.0,14000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,11,0.8583926058888676,BLD-26-02621,2026-03-23,douglas,"TRUE PRO EXTERIORS, INC",5606 FLORENCE BD,68110,2158.0,16000.0
BLD-25-15506,2025-11-04,douglas,6720 N 24 ST,AMERIPRO ROOFING OF NEBRASKA,19872.01,12,0.8790852460032131,BLD-25-16829,2025-12-15,douglas,BULLDOG ROOFING,5213 N 14 AV,68110,1226.0,9475.63
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,1,0.3328648625837822,BLD-26-02650,2026-03-24,douglas,White Castle Roofing,6530 N 142 CR,68164,1292.0,5895.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,2,0.3468468316745507,BLD-26-02545,2026-03-23,douglas,"MCKINNIS ROOFING AND SHEET METAL, LLC",7701 N 144 AV,68007,1232.0,13595.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,3,0.355077843763188,BLD-25-16190,2025-11-18,douglas,HORN INDUSTRIES CORPORATION,7665 N 144 AV,68007,1232.0,8010.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,4,0.36624119841734737,BLD-25-16478,2025-12-01,douglas,THOMPSON AND THOMPSON 3RD GENERATION,6917 N 143 ST,68142,1348.0,17791.61
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,5,0.3745020825510762,BLD-26-03534,2026-04-13,douglas,SKYLINE IMAGING LLC,14253 WOOD VALLEY DR,68142,1163.0,10026.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,6,0.37742439108550757,BLD-26-02542,2026-03-23,douglas,"MCKINNIS ROOFING AND SHEET METAL, LLC",14461 CRAIG ST,68007,1232.0,12977.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,7,0.3851818496770463,BLD-26-00448,2026-01-14,douglas,HOMETOWN ROOFING,14514 CRAIG ST,68007,1232.0,8989.7
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,8,0.39872144134318577,BLD-25-16150,2025-11-18,douglas,HOMETOWN ROOFING,14225 WOOD VALLEY DR,68142,1163.0,9161.92
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,9,0.40774346900295566,BLD-26-03543,2026-04-13,douglas,SKYLINE IMAGING LLC,14249 WOOD VALLEY DR,68142,1163.0,7880.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,10,0.5279891670270144,BLD-25-16442,2025-11-26,douglas,ROYALTY ROOFING INC,7377 N 165 ST,68007,1233.0,5782.92
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,11,0.6069902624398177,BLD-25-15773,2025-11-06,douglas,DREW'S UNITED ROOFING & SIDING OF NE INC,15215 CAMDEN CR,68116,1173.0,8000.0
BLD-25-15508,2025-11-04,douglas,13833 WOOD VALLEY DR,ONYX ROOFING LLC,6000.0,12,0.6381139420472427,BLD-25-16223,2025-11-19,douglas,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,4803 N 160 AV,68116,1191.0,500.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,1,0.17768335536838173,BLD-26-02437,2026-03-19,douglas,H&H ROOFING,5564 N 61 AV,68104,1040.0,4000.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,2,0.26591135324306736,BLD-26-01731,2026-03-02,douglas,APPLE ROOFING,5010 N 49 ST,68104,1074.0,6376.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,3,0.2680770278746464,BLD-26-02752,2026-03-26,douglas,BULLDOG ROOFING,6335 ELLISON AV,68104,928.0,6273.32
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,4,0.2946141034767194,BLD-25-15815,2025-11-07,douglas,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,4870 JAYNES ST,68104,1064.0,500.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,5,0.31416267282902954,BLD-25-16990,2025-12-22,douglas,BN ENTERPRISES LLC,6119 CAMDEN AV,68104,912.0,4500.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,6,0.35602968340947266,BLD-26-01222,2026-02-16,douglas,STARPOWER EXTERIOR INC,5912 NORTHWEST DR,68104,960.0,12201.08
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,7,0.373598769946607,BLD-26-01781,2026-03-03,douglas,THOMPSON ROOFING,5205 N 48 ST,68104,1096.0,3000.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,8,0.37813881276140204,BLD-25-16276,2025-11-20,douglas,PREMIER ROOFING COMPANY,5007 ARCADIA AV,68104,1000.0,4563.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,9,0.4272828023758955,BLD-25-16451,2025-11-26,douglas,7417 plum dale rd,5329 N 47 ST,68104,980.0,1700.0
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,10,0.44668147310674683,BLD-26-02553,2026-03-23,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",8576 LARIMORE AV,68134,955.0,5198.01
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,11,0.4843114653140123,BLD-26-02370,2026-03-16,douglas,TK REMODELING,5328 N 44 AV,68111,1120.0,11269.42
BLD-25-15509,2025-11-04,douglas,6218 PARK LANE DR,LONGVIEW RENOVATION,8000.0,12,0.5044168080928711,BLD-25-16048,2025-11-14,douglas,STARPOWER EXTERIOR INC,4231 ELLISON AV,68111,864.0,8000.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,1,0.1037052812141348,BLD-26-00102,2026-01-06,douglas,4140 S 52ND ST.,11862 NEWPORT AV,68164,1005.0,8506.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,2,0.3179171491592725,BLD-26-01915,2026-03-06,douglas,QUICK ROOFING,11162 WEBER ST,68142,1022.0,9437.05
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,3,0.3344000386529195,BLD-26-00848,2026-02-02,douglas,"PRO GRADE EXTERIORS, LLC",11116 BLACK ST,68142,1113.0,8664.82
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,4,0.3772848831586587,BLD-25-16213,2025-11-19,douglas,TCI GENERAL CONTRACTING SERVICES,11456 NEBRASKA CR,68164,1221.0,8500.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,5,0.43374887690207353,BLD-25-16357,2025-11-24,douglas,WHITE CASTLE ROOFING & CONTRACTING INC,5646 N 131 ST,68164,1129.0,5469.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,6,0.45917263526445484,BLD-25-15538,2025-11-04,douglas,LEGACY RESTORATION,12706 LAUREL AV,68164,1112.0,13425.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,7,0.47127952615134366,BLD-25-15486,2025-11-03,douglas,AVID RESTORATION LLC,12952 JESSIE AV,68164,1198.0,15907.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,8,0.5402891506011077,BLD-26-01228,2026-02-16,douglas,TDH HOME BUILDING INC,12628 FOWLER AV,68164,936.0,10370.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,9,0.5443272644685228,BLD-26-02171,2026-03-12,douglas,GOODLIFE EXTERIORS & CONTRACTING,13035 CROWN POINT AV,68164,1198.0,8000.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,10,0.5545432789333647,BLD-26-00116,2026-01-06,douglas,4140 S 52ND ST.,12812 OGDEN ST,68164,976.0,13971.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,11,0.5763683957173439,BLD-25-15465,2025-11-03,douglas,AVID RESTORATION LLC,8920 READ ST,68122,1114.0,8700.0
BLD-25-15517,2025-11-04,douglas,11417 BAUMAN CR,RED RHINO ROOFS & SOLAR LLC,3980.0,12,0.6123392736948475,BLD-25-15923,2025-11-11,douglas,MCCOY ROOFING HOLDINGS,5925 N 108 AVENUE CR,68164,1227.0,9100.0
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,1,0.9403626850359643,BLD-26-02561,2026-03-23,douglas,BULLDOG ROOFING,10917 SAHLER ST,68164,2300.0,9114.09
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,2,1.2010317059020836,BLD-26-02743,2026-03-25,douglas,RELIABLE ROOFING GUTTERS & SIDING,765 N 155 AV,68154,2565.0,12671.17
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,3,1.3988498637161226,BLD-26-02211,2026-03-13,douglas,RESULTS CONTRACTING,3211 N 125 AV,68164,2599.0,15000.0
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,4,1.3993587414685187,BLD-25-16249,2025-11-20,douglas,BAHENAS ROOFING LLC,9806 HARTMAN AV,68134,2004.0,11000.0
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,5,1.4107720890702344,BLD-25-16448,2025-11-26,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",1626 N 102 AV,68114,2471.0,6654.42
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,6,1.41852301100987,BLD-25-15671,2025-11-06,douglas,ROYALTY ROOFING INC,12202 DEER HOLLOW DR,68154,2040.0,9086.79
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,7,1.4400536758123872,BLD-26-02254,2026-03-16,douglas,RESULTS CONTRACTING,3120 N 125 AV,68164,2640.0,23000.0
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,8,1.441055700704876,BLD-25-16379,2025-11-24,douglas,EVOLVECONSTRUCTION.COM,416 S 158 CR,68118,2383.0,37744.73
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,9,1.4431385516222017,BLD-26-00843,2026-02-02,douglas,ROYALTY ROOFING INC,1203 N 97 PA,68114,2664.0,14318.11
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,10,1.4898390984457917,BLD-26-01470,2026-02-23,douglas,BULLDOG ROOFING,13337 MIAMI ST,68164,2308.0,16899.14
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,11,1.4932583360570082,BLD-26-01471,2026-02-23,douglas,ONE T CONSTRUCTION,325 N 162 ST,68118,2288.0,24410.0
BLD-25-15519,2025-11-04,douglas,11305 SPAULDING ST,ERIE CONSTRUCTION MID-WEST INC,65141.0,12,1.4999916395121697,BLD-26-02389,2026-03-18,douglas,RESULTS CONTRACTING,14910 SEWARD PA,68154,1897.0,25000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,1,0.9809895800017548,BLD-25-15635,2025-11-05,douglas,JOHNSON WINDOW INSTALLATIONS,7315 N 76 ST,68122,1233.0,8000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,2,0.9834949711888268,BLD-26-03168,2026-04-03,douglas,"HOME PRIDE CONTRACTORS, INC",8045 MANDERSON CR,68134,1510.0,20000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,3,1.020450914434934,BLD-25-15751,2025-11-06,douglas,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",3022 RAINWOOD RD,68112,1580.0,19919.74
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,4,1.0771426369887396,BLD-26-03058,2026-04-01,douglas,MAYDAY RESTORATION LLC,7523 N 73 CR,68122,1233.0,10249.42
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,5,1.093374249599144,BLD-25-16426,2025-11-25,douglas,"PYRAMID ROOFING (AKA PYRAMID CONTRACTORS, INC)",5404 FORT ST,68104,2088.0,7685.11
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,6,1.093612642292116,BLD-25-16767,2025-12-11,douglas,SOUTH O ROOFING,7125 IOWA ST,68152,1441.0,23000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,7,1.0955139611164246,BLD-26-00480,2026-01-16,douglas,HOME ONE ROOFING,10518 MARY ST,68122,1571.0,17652.47
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,8,1.1619711019278816,BLD-25-15429,2025-11-01,douglas,EVERLAST EXTERIORS,5010 N 40 ST,68111,1800.0,14123.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,9,1.166647585190943,BLD-25-15910,2025-11-11,douglas,FULL CIRCLE ROOFING,6223 VANE ST,68152,1536.0,15000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,10,1.262888029689596,BLD-26-01838,2026-03-04,douglas,NATHAN JAMES CONSTRUCTION INC.,8216 KEYSTONE DR,68134,1855.0,26750.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,11,1.262888029689596,BLD-26-03193,2026-04-06,douglas,PEERLESS HOMES,8216 KEYSTONE DR,68134,1855.0,1000.0
BLD-25-15522,2025-11-04,douglas,7078 GIRARD ST,SOUTH O ROOFING,14000.0,12,1.2728146392677582,BLD-25-15693,2025-11-06,douglas,RESULTS CONTRACTING,7734 CURTIS AV,68134,1380.0,12000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,1,0.6508986339205245,BLD-26-02287,2026-03-17,douglas,ROYALTY ROOFING INC,1442 N 133 ST,68154,2635.0,14691.89
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,2,0.925560067091511,BLD-26-02513,2026-03-23,douglas,ANCHOR ROOFING & LANDSCAPING LLC,17007 HARNEY ST,68118,2512.0,77600.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,3,1.0517430587830816,BLD-26-03231,2026-04-06,douglas,ANCHOR ROOFING & LANDSCAPING LLC,14464 BURDETTE ST,68116,2237.0,22000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,4,1.1045010711767633,BLD-25-16286,2025-11-20,douglas,RESULTS CONTRACTING,1905 N 132 AVENUE CR,68154,1918.0,34000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,5,1.1341468744848127,BLD-25-16653,2025-12-05,douglas,"MLKHEC INC DBA HUSKER HAMMER SIDING, WINDOWS AND ROOFING",2104 N 172 AV,68116,2027.0,15700.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,6,1.1700572225888768,BLD-26-01174,2026-02-13,douglas,BB Roofing,3906 N 195 ST,68022,2435.0,32643.38
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,7,1.1903157037817418,BLD-25-17089,2025-12-30,douglas,MILLARD GUTTERS CO DBA MILLARD ROOFING AND GUTTER,3435 N 161 AV,68116,2732.0,34199.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,8,1.2305953567166663,BLD-25-15500,2025-11-03,douglas,PINNACLE ROOFING LLC,9735 NOTTINGHAM DR,68114,2645.0,63000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,9,1.2354711712765014,BLD-26-03292,2026-04-07,douglas,HOMETOWN ROOFING,18401 BURDETTE ST,68022,2103.0,10486.45
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,10,1.283673453909015,BLD-25-15501,2025-11-03,douglas,PINNACLE ROOFING LLC,9733 NOTTINGHAM DR,68114,2583.0,63000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,11,1.2932035323132003,BLD-26-03233,2026-04-06,douglas,ANCHOR ROOFING & LANDSCAPING LLC,17808 CORBY ST,68116,1865.0,29000.0
BLD-25-15524,2025-11-04,douglas,14021 EAGLE RUN DR,RED RHINO ROOFS & SOLAR LLC,22458.0,12,1.2945907979372682,BLD-26-00317,2026-01-12,douglas,RICH POISEL'S ROOFING LLC,9747 NOTTINGHAM DR,68114,2369.0,92897.47
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,1,0.35820176404078247,BLD-25-15768,2025-11-06,douglas,MIGHTY DOG ROOFING,14222 CORBY ST,68164,1072.0,16800.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,2,0.37817241866126544,BLD-26-01958,2026-03-09,douglas,BULLDOG ROOFING,4209 N 130 CR,68164,1014.0,4993.12
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,3,0.40643674071985103,BLD-26-01048,2026-02-10,douglas,MCCOY ROOFING HOLDINGS,4319 N 130 AV,68164,1183.0,13000.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,4,0.43494513188220946,BLD-25-15934,2025-11-11,douglas,ANCHOR ROOFING & LANDSCAPING LLC,13057 AMES AV,68164,1022.0,10900.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,5,0.44715698751238475,BLD-26-02338,2026-03-17,douglas,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,11260 ERSKINE ST,68164,1157.0,5573.53
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,6,0.4668047045245916,BLD-26-01544,2026-02-25,douglas,RESULTS CONTRACTING,12216 WIRT ST,68164,1233.0,11000.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,7,0.5000974915909123,BLD-25-15781,2025-11-07,douglas,INNOVATIVE CONTRACTORS,833 N 107 AV,68114,1138.0,10510.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,8,0.5072601825719532,BLD-25-15836,2025-11-10,douglas,JENSEN ENTERPRISES,10535 IZARD ST,68114,1094.0,5000.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,9,0.5231913066643881,BLD-25-15685,2025-11-06,douglas,UNITED SERVICES OF AMERICA,2303 N 113 ST,68164,960.0,7460.0
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,10,0.5237721043678042,BLD-26-03187,2026-04-06,douglas,AMERIPRO ROOFING OF NEBRASKA,3830 N 101 ST,68134,1122.0,14031.19
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,11,0.5477092515413632,BLD-26-01795,2026-03-03,douglas,BULLDOG ROOFING,12910 AMES AV,68164,900.0,4627.59
BLD-25-15531,2025-11-04,douglas,2718 N 125 CR,RESULTS CONTRACTING,9000.0,12,0.5492277237898276,BLD-25-16193,2025-11-19,douglas,RESULTS CONTRACTING,10635 SPAULDING CR,68134,1207.0,12000.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,1,0.7010949743470106,BLD-26-00363,2026-01-13,douglas,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",7918 N 39 ST,68112,984.0,6506.06
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,2,0.7094691301882838,BLD-25-16048,2025-11-14,douglas,STARPOWER EXTERIOR INC,4231 ELLISON AV,68111,864.0,8000.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,3,0.7525737825652311,BLD-25-16406,2025-11-25,douglas,STARPOWER EXTERIOR INC,4220 ELLISON AV,68111,970.0,12645.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,4,0.790574270451712,BLD-26-01299,2026-02-18,douglas,MATHAL CONSTRUCTION LLC,6742 NORTH RIDGE DR,68112,888.0,8000.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,5,0.8245639520836414,BLD-26-01587,2026-02-26,douglas,BEST ROOFING,3441 SHEFFIELD ST,68112,1008.0,5200.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,6,0.8268059131805249,BLD-26-02807,2026-03-26,douglas,CANOPY HOLDINGS OF NEBRASKA LLC DBA AGR ROOFING & CONSTRUCTION,3070 ERNST ST,68112,722.0,7450.47
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,7,0.8349002823241207,BLD-25-15815,2025-11-07,douglas,CASA CANO ROOFING EXTERIORS LLC D/B/A ROOFORIA HOME EXTERIORS,4870 JAYNES ST,68104,1064.0,500.0
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,8,0.8880542981906773,BLD-25-16215,2025-11-19,douglas,"DOLL HOUSE INVESTMENTS, LLC DBA DHI",2618 WEBER ST,68112,1014.0,9240.91
BLD-25-15533,2025-11-04,douglas,3505 WEBER CR,FIRST-RATE CONSTRUCTION LLC,3000.0,9,0.8890116272646649,BLD-26-02538,2026-03-23,douglas,HORN INDUSTRIES CORPORATION,6724 N 37 ST,68112,1296.0,5000.0
